question,answer,index
"Between the two of us who is smarter, me or you?",You're definitely smarter than I am.,89
Between the two of us who is cleverest?,You're definitely smarter than I am.,89
"Between the two of us who is smarter, you or me?",You're definitely smarter than I am.,89
"Between the two of us who is cleverest, me or you?",You're definitely smarter than I am.,89
Are you smarter?,You're definitely smarter than I am.,89
Are you smarter than me?,You're definitely smarter than I am.,89
Am I the smartest?,You're definitely smarter than I am.,89
Am I the brightest?,You're definitely smarter than I am.,89
Am I smarter?,You're definitely smarter than I am.,89
Am I smarter than you?,You're definitely smarter than I am.,89
Am I more intelligent?,You're definitely smarter than I am.,89
Am I more brilliant?,You're definitely smarter than I am.,89
"Between the two of us who is more clever, me or you?",You're definitely smarter than I am.,89
Between the two of us who is the most smart?,You're definitely smarter than I am.,89
"Between you or me, who is the brightest?",You're definitely smarter than I am.,89
"Between you or me, who is smarter?",You're definitely smarter than I am.,89
"Between you or me, who is smarter, me or you?",You're definitely smarter than I am.,89
"Between you or me, who is more knowledgeable?",You're definitely smarter than I am.,89
"Between you or me, who is more intelligent?",You're definitely smarter than I am.,89
"Between you or me, who is more clever?",You're definitely smarter than I am.,89
"Between you or me, who is cleverest?",You're definitely smarter than I am.,89
Between the two of us who is the smartest?,You're definitely smarter than I am.,89
Between the two of us who is more knowledgeable?,You're definitely smarter than I am.,89
"Between the two of us who is the smartest, me or you?",You're definitely smarter than I am.,89
I'm definitely more intelligent than you,You're definitely smarter than I am.,89
"Between the two of us who is the most smart, me or you?",You're definitely smarter than I am.,89
Between the two of us who is the most intelligent?,You're definitely smarter than I am.,89
"Between the two of us who is the most intelligent, you or me?",You're definitely smarter than I am.,89
"Between the two of us who is the most intelligent, me or you?",You're definitely smarter than I am.,89
Between the two of us who is the brightest?,You're definitely smarter than I am.,89
"Between the two of us who is the brightest, you or me?",You're definitely smarter than I am.,89
"Between the two of us who is the brightest, me or you?",You're definitely smarter than I am.,89
Between the two of us who is smarter?,You're definitely smarter than I am.,89
"Between the two of us who is the smartest, you or me?",You're definitely smarter than I am.,89
Who is cleverest?,You're definitely smarter than I am.,89
Which of us is the smartest?,You're definitely smarter than I am.,89
Who's cleverest?,You're definitely smarter than I am.,89
Who is the smartest?,You're definitely smarter than I am.,89
Who is the most intelligent?,You're definitely smarter than I am.,89
Who is the brightest?,You're definitely smarter than I am.,89
Who is smarter?,You're definitely smarter than I am.,89
Who is more knowledgeable?,You're definitely smarter than I am.,89
Who's more intelligent?,You're definitely smarter than I am.,89
Who is more clever?,You're definitely smarter than I am.,89
Who's more knowledgeable?,You're definitely smarter than I am.,89
Which one of us is the smartest?,You're definitely smarter than I am.,89
Which one of us is the most smart?,You're definitely smarter than I am.,89
Which one of us is the most intelligent?,You're definitely smarter than I am.,89
Which one of us is the brightest?,You're definitely smarter than I am.,89
Which one of us is smarter?,You're definitely smarter than I am.,89
Which one of us is more knowledgeable?,You're definitely smarter than I am.,89
Which one of us is more intelligent?,You're definitely smarter than I am.,89
Which one of us is more clever?,You're definitely smarter than I am.,89
I'm definitely more clever than you,You're definitely smarter than I am.,89
Who is more intelligent?,You're definitely smarter than I am.,89
You're more knowledgeable,You're definitely smarter than I am.,89
You're the most smart,You're definitely smarter than I am.,89
You're the most intelligent,You're definitely smarter than I am.,89
You're the brightest,You're definitely smarter than I am.,89
You're smarter,You're definitely smarter than I am.,89
You're obviously the smartest,You're definitely smarter than I am.,89
You're obviously the most intelligent,You're definitely smarter than I am.,89
You're obviously the brightest,You're definitely smarter than I am.,89
You're obviously smarter,You're definitely smarter than I am.,89
Who's more clever?,You're definitely smarter than I am.,89
You're obviously more intelligent,You're definitely smarter than I am.,89
Which of us is the most smart?,You're definitely smarter than I am.,89
You're more intelligent,You're definitely smarter than I am.,89
You're more clever,You're definitely smarter than I am.,89
You're cleverest,You're definitely smarter than I am.,89
Who's the smartest?,You're definitely smarter than I am.,89
Who's the most smart?,You're definitely smarter than I am.,89
Who's the most intelligent?,You're definitely smarter than I am.,89
Who's the brightest?,You're definitely smarter than I am.,89
Who's smarter?,You're definitely smarter than I am.,89
"Who's smarter, me or you?",You're definitely smarter than I am.,89
You're obviously more knowledgeable,You're definitely smarter than I am.,89
I'm more clever than you,You're definitely smarter than I am.,89
Which one of us is cleverest?,You're definitely smarter than I am.,89
I'm obviously more intelligent,You're definitely smarter than I am.,89
I'm obviously more clever than you,You're definitely smarter than I am.,89
I'm obviously more clever,You're definitely smarter than I am.,89
I'm obviously cleverest,You're definitely smarter than I am.,89
I'm more knowledgeable than you,You're definitely smarter than I am.,89
I'm more knowledgeable,You're definitely smarter than I am.,89
I'm obviously more knowledgeable,You're definitely smarter than I am.,89
I'm more intelligent,You're definitely smarter than I am.,89
I'm obviously more knowledgeable than you,You're definitely smarter than I am.,89
I'm more clever,You're definitely smarter than I am.,89
I'm definitely the smartest,You're definitely smarter than I am.,89
I'm definitely the most smart,You're definitely smarter than I am.,89
I'm definitely the most intelligent,You're definitely smarter than I am.,89
I'm definitely the brightest,You're definitely smarter than I am.,89
I'm definitely smarter than you,You're definitely smarter than I am.,89
I'm definitely smarter,You're definitely smarter than I am.,89
I'm definitely more knowledgeable than you,You're definitely smarter than I am.,89
I'm definitely more knowledgeable,You're definitely smarter than I am.,89
I'm more intelligent than you,You're definitely smarter than I am.,89
I'm the brightest,You're definitely smarter than I am.,89
Which of us is the most intelligent?,You're definitely smarter than I am.,89
Which of us is smarter?,You're definitely smarter than I am.,89
Which of us is more knowledgeable?,You're definitely smarter than I am.,89
Which of us is more intelligent?,You're definitely smarter than I am.,89
Which of us is cleverest?,You're definitely smarter than I am.,89
I'm the smartest,You're definitely smarter than I am.,89
I'm obviously more intelligent than you,You're definitely smarter than I am.,89
I'm the most intelligent,You're definitely smarter than I am.,89
You're the smartest,You're definitely smarter than I am.,89
I'm the brighter than you,You're definitely smarter than I am.,89
I'm smarter than you,You're definitely smarter than I am.,89
I'm smarter,You're definitely smarter than I am.,89
I'm obviously the smartest,You're definitely smarter than I am.,89
I'm obviously the most smart,You're definitely smarter than I am.,89
I'm obviously the brightest,You're definitely smarter than I am.,89
I'm obviously smarter,You're definitely smarter than I am.,89
I'm the most smart,You're definitely smarter than I am.,89
That's very kind,You're welcome.,90
"Oh, thank you",You're welcome.,90
"I'm grateful, thanks",You're welcome.,90
"Wonderful, thanks!",You're welcome.,90
"That's great, thanks",You're welcome.,90
"I'm grateful for that, thank you kindly",You're welcome.,90
"Gotcha, thanks",You're welcome.,90
"Rad, thanks",You're welcome.,90
I appreciate it,You're welcome.,90
Thx,You're welcome.,90
I thank you,You're welcome.,90
My sincere thanks,You're welcome.,90
My humblest thanks to you,You're welcome.,90
"Marvelous, thanks",You're welcome.,90
"Marvelous, thank you kindly",You're welcome.,90
"Marvelous, thank you",You're welcome.,90
Many thanks to you,You're welcome.,90
Many thanks,You're welcome.,90
Kthx,You're welcome.,90
"Ahh, thanks",You're welcome.,90
"I'm grateful for that, thank you",You're welcome.,90
"Perfecto, thanks",You're welcome.,90
I appreciate you,You're welcome.,90
I appreciate that,You're welcome.,90
I am very thankful for that,You're welcome.,90
"How kind, thank you",You're welcome.,90
"Great, thanks",You're welcome.,90
"Great, thank you",You're welcome.,90
Gracias,You're welcome.,90
"Gotcha, thank you",You're welcome.,90
Awesome thanks!,You're welcome.,90
thank you pal,You're welcome.,90
"Wonderful, thank you!",You're welcome.,90
"Wonderful, thank you very much",You're welcome.,90
Why thank you,You're welcome.,90
Thnx,You're welcome.,90
"That is lovely, thanks",You're welcome.,90
"That is awesome, thanks!",You're welcome.,90
Thanks bot,You're welcome.,90
Thanks a lot,You're welcome.,90
"Okay, thanks!",You're welcome.,90
Thank you so much,You're welcome.,90
"Perfect, thanks",You're welcome.,90
Thank you my friend,You're welcome.,90
Thank you kindly,You're welcome.,90
Thank you for that,You're welcome.,90
Thank you bot,You're welcome.,90
Thank you,You're welcome.,90
"Right on, thanks very much",You're welcome.,90
"Right on, thanks a lot",You're welcome.,90
"Radical, thanks",You're welcome.,90
Rad thank you,You're welcome.,90
Thanks,You're welcome.,90
How many tickets can be booked by one person?,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
Maximum number of tickets ,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
How many tickets can I book?,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
Can I do bulk booking?,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
Can I book tickets for a larger group?,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
Group Booking,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
Bulk Booking ,"Maximum 9 tickets can be booked by one person. If you want to book more tickets for your group, please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289",91
How much luggage can I carry,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
Luggage,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
How many bags can I carry ,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
How much weight can I carry with me?,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
Luggage Weight ,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
How much baggage am I allowed to carry?,You're restricted to 14kg (31lbs) of luggage per person. This should be one piece of luggage similar to an airline carry-on bag (approximately 55cm x 45cm x 25cm / 22in x 17in x 10in) and a small bag for onboard personal items.,92
Do you provide any discounts?,"We provide discounts for Students, Seniors over 60, and Children between 5 and 15. please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289.",93
Can I have concession on price?,"We provide discounts for Students, Seniors over 60, and Children between 5 and 15. please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289.",93
Discounts ,"We provide discounts for Students, Seniors over 60, and Children between 5 and 15. please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289.",93
Concession,"We provide discounts for Students, Seniors over 60, and Children between 5 and 15. please send your requests through  ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289.",93
Do you have any flexibility on the price?,"Yes, you can choose the date based of the pricing before booking, however once booked you might incur charges based on the airlines.",94
Can I change my travel date for better ticket price? ,"Yes, you can choose the date based of the pricing before booking, however once booked you might incur charges based on the airlines.",94
Cancellation policy,"You, need to do cancellation within seven days after booking, post which charges apply.",95
Booking Cancellation,"You, need to do cancellation within seven days after booking, post which charges apply.",95
Ticket cancellation ,"You, need to do cancellation within seven days after booking, post which charges apply.",95
Cancellation charges ,"You, need to do cancellation within seven days after booking, post which charges apply.",95
When can I cancel my tickets ,"You, need to do cancellation within seven days after booking, post which charges apply.",95
Cancel,"You, need to do cancellation within seven days after booking, post which charges apply.",95
At what time does the tour starts ,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
What is the pick up time.,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
When does the tour starts?,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
What is the tour timings. ,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
At what time do you drop off ?,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
At what time does the tour ends?,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
When does the tour ends?,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
Tour timings ,Tour starts at 09:00 AM approximately and ends at 19:00 Hrs approximately.,96
Terms & Conditions,Please click the link to see the terms and conditions. https://globaltravelsolution.co.uk/terms-and-conditions/,97
What are the Terms & Conditions for the tours ,Please click the link to see the terms and conditions. https://globaltravelsolution.co.uk/terms-and-conditions/,97
Do we need to rules ,Please click the link to see the terms and conditions. https://globaltravelsolution.co.uk/terms-and-conditions/,97
Do we need to follow any guidelines ,Please click the link to see the terms and conditions. https://globaltravelsolution.co.uk/terms-and-conditions/,97
Guidelines ,Please click the link to see the terms and conditions. https://globaltravelsolution.co.uk/terms-and-conditions/,97
What if I miss the tour.,"Sorry, once the tour is started we cannot cancel it or refund you.  ",98
Will I get a refund if I miss the tour?,"Sorry, once the tour is started we cannot cancel it or refund you.  ",98
No show for the tour.,"Sorry, once the tour is started we cannot cancel it or refund you.  ",98
What if I decide to skip the tour.,"Sorry, once the tour is started we cannot cancel it or refund you.  ",98
Missed tour,"Sorry, once the tour is started we cannot cancel it or refund you.  ",98
Can I talk to some one in person ,"Yes, please email your name, email, and contact number and send your requests through ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289 (during business hours.) ",99
I want to speak to a live person,"Yes, please email your name, email, and contact number and send your requests through ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289 (during business hours.) ",99
I want to speak to a customer service ,"Yes, please email your name, email, and contact number and send your requests through ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289 (during business hours.) ",99
I want to speak to an Agent,"Yes, please email your name, email, and contact number and send your requests through ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289 (during business hours.) ",99
I want to speak to human ,"Yes, please email your name, email, and contact number and send your requests through ticketing@globaltravelsolution.co.uk  or call us @ +44 0208 090 4289 (during business hours.) ",99
Do you provide insurance ,"Yes, please click the following link for details. https://tagconnect.brokersure.com/step1?tr=Global_Travel_Solutions",100
Travel insurance ,"Yes, please click the following link for details. https://tagconnect.brokersure.com/step1?tr=Global_Travel_Solutions",100
Do you provide travel insurance ,"Yes, please click the following link for details. https://tagconnect.brokersure.com/step1?tr=Global_Travel_Solutions",100
Airport transfer ,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land. "", ""wrap"": true}, {""type"": ""TextBlock"", ""text"": ""Please fill out the below form. "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Trip"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.ChoiceSet"", ""choices"": [{""title"": ""One Way"", ""value"": ""One Way""}, {""title"": ""Round Trip"", ""value"": ""Round Trip""}], ""placeholder"": ""Trip"", ""id"": ""1""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Pick Up Location""}}]}]}], ""fallbackText"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land.  \n\nPlease let us know if it is \n\n*_1. Oneway Trip_*\n*_2. Round Trip_*"", ""id"": ""Trip""}",101
Airport pickup,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land. "", ""wrap"": true}, {""type"": ""TextBlock"", ""text"": ""Please fill out the below form. "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Trip"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.ChoiceSet"", ""choices"": [{""title"": ""One Way"", ""value"": ""One Way""}, {""title"": ""Round Trip"", ""value"": ""Round Trip""}], ""placeholder"": ""Trip"", ""id"": ""1""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Pick Up Location""}}]}]}], ""fallbackText"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land.  \n\nPlease let us know if it is \n\n*_1. Oneway Trip_*\n*_2. Round Trip_*"", ""id"": ""Trip""}",101
Airport drop,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land. "", ""wrap"": true}, {""type"": ""TextBlock"", ""text"": ""Please fill out the below form. "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Trip"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.ChoiceSet"", ""choices"": [{""title"": ""One Way"", ""value"": ""One Way""}, {""title"": ""Round Trip"", ""value"": ""Round Trip""}], ""placeholder"": ""Trip"", ""id"": ""1""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Pick Up Location""}}]}]}], ""fallbackText"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land.  \n\nPlease let us know if it is \n\n*_1. Oneway Trip_*\n*_2. Round Trip_*"", ""id"": ""Trip""}",101
Airport Transfer From,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""text"":""Our airport transfer services make sure our customers have a stellar experience from the moment they land. "",""wrap"":true},{""type"":""TextBlock"",""text"":""Please fill out the below form. "",""wrap"":true},{""type"":""ColumnSet"",""columns"":[{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""TextBlock"",""text"":""Trip"",""wrap"":true}]},{""type"":""Column"",""width"":""stretch"",""items"":[{""type"":""Input.ChoiceSet"",""choices"":[{""title"":""One Way"",""value"":""One Way""},{""title"":""Round Trip"",""value"":""Round Trip""}],""placeholder"":""Trip"",""id"":""Trip""}]}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Submit"",""id"":""2"",""data"":{""UserAction"":""Pick Up Location""}}]}]}],""fallbackText"":""Our airport transfer services make sure our customers have a stellar experience from the moment they land.  \n\nPlease type one of the below options \n\n*_ Oneway Trip_*\n*_Round Trip_*"",""id"":""TripCard_Airport Transfer Form""}",102
Airport suttle ,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land. "", ""wrap"": true}, {""type"": ""TextBlock"", ""text"": ""Please fill out the below form. "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Trip"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.ChoiceSet"", ""choices"": [{""title"": ""One Way"", ""value"": ""One Way""}, {""title"": ""Round Trip"", ""value"": ""Round Trip""}], ""placeholder"": ""Trip"", ""id"": ""1""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Pick Up Location""}}]}]}], ""fallbackText"": ""Our airport transfer services make sure our customers have a stellar experience from the moment they land.  \n\nPlease let us know if it is \n\n*_1. Oneway Trip_*\n*_2. Round Trip_*"", ""id"": ""Trip""}",103
Can we pre book a seat,"Yes, you can pre book your seats. ",104
Book a seat,"Yes, you can pre book your seats. ",104
Seat preference ,"Yes, you can pre book your seats. ",104
Can I book my preferred seat.,"Yes, you can pre book your seats. ",104
Can we cancel the tours in the last minute ,"Yes, you can do last minute cancellation. However, charges will apply. ",105
Can we cancel the ticket in the last minute ,"Yes, you can do last minute cancellation. However, charges will apply. ",105
Last minute cancellation ,"Yes, you can do last minute cancellation. However, charges will apply. ",105
Cancel the ticket in the last minute ,"Yes, you can do last minute cancellation. However, charges will apply. ",105
cancel the tour in the last minute ,"Yes, you can do last minute cancellation. However, charges will apply. ",105
GTS - Intro,"{""type"":""AdaptiveCard"",""$schema"":""http://adaptivecards.io/schemas/adaptive-card.json"",""version"":""1.3"",""body"":[{""type"":""Container"",""items"":[{""type"":""TextBlock"",""text"":""Welcome to Global Travel Solutions."",""wrap"":true,""horizontalAlignment"":""Center"",""size"":""Medium"",""weight"":""Bolder"",""color"":""Dark""},{""type"":""TextBlock"",""text"":""We offer the best travel experience you would need."",""wrap"":true,""horizontalAlignment"":""Center"",""isVisible"":true},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Tickets"",""id"":""1"",""data"":{""UserAction"":""Ticket Options""}},{""type"":""Action.Submit"",""title"":""Airport Transfer"",""id"":""2"",""data"":{""UserAction"":""Airport Transfer From""}}]},{""type"":""ActionSet"",""actions"":[{""type"":""Action.Submit"",""title"":""Tour Packages"",""id"":""3"",""data"":{""UserAction"":""Tours""}},{""type"":""Action.Submit"",""title"":""Travel Insurance"",""id"":""4"",""data"":{""UserAction"":""Insurrance""}}]}]}],""fallbackText"":""**Welcome to Global Travel Solutions.**\n\nWe offer the best travel experience you would need.\n\nPlease choose one of the below options.\n\n*_1. Tickets_*\n*_2. Airport Transfer_*\n*_3. Tour Packages_*\n*_4. Travel Insurance_*\n""}",106
Ticket Options,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Great! How do you want to travel?"", ""wrap"": true, ""horizontalAlignment"": ""Center"", ""isVisible"": true}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Flight Tickets"", ""id"": ""1"", ""data"": {""UserAction"": ""Flight ticket Booking""}}, {""type"": ""Action.Submit"", ""title"": ""Train Tickets"", ""id"": ""2"", ""data"": {""UserAction"": ""Train Ticket Booking Form""}}]}]}], ""fallbackText"": ""Great! How do you want to travel?\n\n*_1. Flight Ticket_*\n*_2. Train Ticket_*""}",107
Flight ticket Booking,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.3"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Please fill the form the Home Page."", ""wrap"": true, ""horizontalAlignment"": ""Center""}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.OpenUrl"", ""title"": ""Book Tickets"", ""id"": ""1"", ""url"": ""https://globaltravelsolution.co.uk/""}]}]}], ""fallbackText"": ""*Great! please click the below link to book the tickets.*\n\nhttps://globaltravelsolution.co.uk/""}",108
Train Ticket Booking Form,"{""type"": ""AdaptiveCard"", ""$schema"": ""http://adaptivecards.io/schemas/adaptive-card.json"", ""version"": ""1.6"", ""body"": [{""type"": ""Container"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Perfect! Let's get your journey started. "", ""wrap"": true}, {""type"": ""TextBlock"", ""text"": ""Please fill out the below form. "", ""wrap"": true}, {""type"": ""ColumnSet"", ""columns"": [{""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""TextBlock"", ""text"": ""Journey"", ""wrap"": true}]}, {""type"": ""Column"", ""width"": ""stretch"", ""items"": [{""type"": ""Input.ChoiceSet"", ""choices"": [{""title"": ""One Way"", ""value"": ""One Way""}, {""title"": ""Round Trip"", ""value"": ""Round Trip""}], ""placeholder"": ""Journey"", ""id"": ""Journey""}]}]}, {""type"": ""ActionSet"", ""actions"": [{""type"": ""Action.Submit"", ""title"": ""Submit"", ""id"": ""1"", ""data"": {""UserAction"": ""Preferred Boarding Station""}}]}]}], ""fallbackText"": ""Perfect! Let's get your journey started.  \n\nPlease type one of the options  \n\n*_Oneway Trip_*\n*_ Round Trip_*"", ""id"": ""JourneyCard_Train Ticket Booking Form""}",109
